4
# effect id	name	image	descid	quality	attributes	default action
233	Techno Bliss	drummachine.gif	883d712b08a134d70b832aec956767cb	good	none	jukebox item
234	Material Witness	meat.gif	f382bb82f0d7f335581f353670922479	good	none	jukebox meat
235	No Worries	waxlips.gif	65a1f6d8bc0b9141678d2a121d5eac48	good	none	jukebox stats
236	Metal Speed	mguitar.gif	796240a217e3686b23ecffef8a804729	good	none	jukebox initiative
237	Radium Radicality	radiation.gif	b1952cfcb421593dfe0a16edd41a913d	good	none	use 1 radium-flavored potato chips|cargo effect Radium Radicality
238	Wintergreen Warmongery	angry.gif	33a94f73f343e88ee4b17d18e516bd49	good	none	use 1 wintergreen-flavored potato chips|cargo effect Wintergreen Warmongery
239	Also Schmeckt Zarathustra	waxlips.gif	40047d675d023d456eca562f0479656a	good	none	use 1 ennui-flavored potato chips|cargo effect Also Schmeckt Zarathustra
240	Vitamin-Maxed	goofballs.gif	30b35877440e5cc89f36a65b15274a04	good	none	chew 1 bottle of ultravitamins|cargo effect Vitamin-Maxed
241	Got Your Boots On	boot.gif	4021090627813d8ea662ca050395f338	good	none	chew 1 tube of hair oil
242	The Q Is Talking To You	q.gif	4d1451739cd618bf2dcdff61af68ae65	good	none	chew 1 antique bottle of cough syrup
243	Bad Luck	bmirror.gif	d7d35d7b14c7322fef4ddd80a0847473	neutral	none	use 1 antique hand mirror
244	Deadly Flashing Blade	blacksword.gif	05bc11c2da34e7f6fe1511ec6850fe2e	good	none	use 1 adder bladder
245	Locks Like the Raven	blackbird2.gif	6d4452e978741bda60e82e316fdd7ba5	good	none	use 1 Black No. 2
246	Smugness	happy.gif	e6f64babb5a6850783db4f82fe7e239b	good	none	# adv in Sleazy Back Alley
247	Good Karma	happy.gif	fc58931f52d46bd271785815f479c1e4	good	none	# adv in Haunted Pantry
248	Pumped Up	barbell.gif	e8b6209d5764f91f803c9591ab9ecd7c	good	none	# adv in Outskirts of Cobb's Knob
249	Head on Fire, Ass Catching	fire.gif	c4c76755cb4ca109b5685550cab4a4e6	good	nohookah	# wearing fire
250	Violent Night	music.gif	3d2c6dbafa315b2615f5e9a203cc9984	good	none	# disintegrating sheet music
251	White Knuckles	music.gif	6a5ee9b52fca0b73200c4d9cd7539094	good	none	# disintegrating sheet music
252	Don't Rest Ye, Bold Adventurer	music.gif	3274dfef654333f140b86d07a4f43de8	good	none	# disintegrating sheet music
253	Frosty the Hitman	music.gif	c4e7639fba33b5124ab46b6eef619ddf	good	none	# disintegrating sheet music
254	Coy to the Hurled	music.gif	8ffbe4ce5828976f89a1df3f425f3986	good	none	# disintegrating sheet music
255	Crimbo Epiphany	tombcookie.gif	0d86141cfa07cfa79f952f00fddc5269	good	none	eat 1 tombstone-shaped Crimboween cookie
256	Bells in the Batfry	batcookie.gif	00a9f64c702e34cc2e74b51240c379bd	good	none	eat 1 bat-shaped Crimboween cookie
257	Carol of the Bones	skullcookie.gif	886179246e72ce517325f3b57a2df35a	good	none	eat 1 skull-shaped Crimboween cookie
258	Get Me Off This Crazy Thing!	hernia.gif	68588a080497011bee2f48c1b273d605	neutral	none	# wearing toy jet pack
259	Very Clean Teeth	goldfronts.gif	e8b4295bb508c8a821c6acbb9a733d6b	good	none	use 1 toothbrush|cargo effect Very Clean Teeth
260	Arse-a'fire	pepper.gif	b0fae7bd223ab7a952ba74b1e65e3740	good	none	use 1 arse-a'fire elixir
261	Lemon Enlightenment	lemon.gif	e00c13900b87a2f2c9d580ec959f846c	good	none	use 1 cosmic lemonade
262	Squirming Like a Toad	squashfrog.gif	6f748e8117c8d27ae1442f99998a7d5f	good	none	use 1 powdered toad horn
263	Eau de Tortue	stench.gif	f3a452bc7787ab2f5985d28d164a4fb0	good	none	use 1 turtle pheromones
264	Majorly Poisoned	poison.gif	37b23526c38b844f4983a17a72ad992e	bad	none
265	Tenuous Grip on Reality	azunicorn.gif	c22c212fdf9d6b611be955785ff37775	bad	none	# adv in unhydrated Desert
266	Turned Into a Skeleton	skeldoll.gif	555395c91aca7ddf5a60688c63214f73	bad	none	# adv in unhydrated Desert
267	Barking Dogs	feet.gif	cb28fec658f97af4ee56590184223497	bad	none	# adv in unhydrated Desert
268	Prestidigysfunction	map.gif	dd5d7d48bca51bd1ddfa197b584a5623	bad	none	# adv in unhydrated Desert
269	Heart of White	candyheart.gif	c444fec2c3237f47d985c83248b81687	good	none	use 1 white candy heart
270	Heart of Pink	candyheart.gif	f0ceb6af2b415596e1d062323a77119e	good	none	use 1 pink candy heart
271	Heart of Orange	candyheart.gif	2bcdff73267cc4e57efe3207396127e8	good	none	use 1 orange candy heart
272	Heart of Lavender	candyheart.gif	280ae237b5bb6ba02d9b1cd17719b84e	good	none	use 1 lavender candy heart
273	Heart of Yellow	candyheart.gif	63f75386af7076f2dddae1aad2ba9069	good	none	use 1 yellow candy heart
274	Heart of Green	candyheart.gif	c5981aab5e82b8b7acaa03836f2b8207	good	none	use 1 green candy heart
275	Ultrahydrated	raindrop.gif	ec7f2f9d649f3de48a27c5eaa1147afe	neutral	none	adventure 1 The Oasis
276	Disco Inferno	discoball.gif	72ebc0a6df7f0525c08ecae2904535e7	good	none	# DB combo
277	Disco Nirvana	discoball.gif	f6763ce5ad70a6e3d7f388ff5043e3cd	good	none	# DB combo
278	Disco Concentration	discoball.gif	a52f3893d9736c8541e13224d11cf00a	good	none	# DB combo
279	Full of Vinegar	wine2.gif	68d41be21e343fcf84c5bfc5d96fecf0	good	none	drink 1 dusty bottle of Port
280	Kiss of the Black Fairy	skull.gif	8348ca470188c975bcb78c67a58c39ab	good	nohookah	drink 1 dusty bottle of Pinot Noir
281	Tangled Up	entnoodles.gif	224ddd0d75c25d180c1f10a90bdab68a	bad	none	# fighting Protector Spectre
282	A Little Bit Poisoned	poison.gif	15e7e83d8630cf9b824a2645851458c5	bad	none
283	Somewhat Poisoned	poison.gif	189ac7bc3487eabe0d4f1dd8b2b34897	bad	none
284	Really Quite Poisoned	poison.gif	c14002a0af245653e9a319078a686d37	bad	none
285	Filthworm Larva Stench	stench.gif	f3549dbe538c81c2aa59362e8e8cc7cc	neutral	nohookah	use 1 filthworm hatchling scent gland
286	Filthworm Drone Stench	stench.gif	36f72cea3c79d16aa285a02d9551f412	neutral	nohookah	use 1 filthworm drone scent gland|cargo effect Filthworm Drone Stench
287	Filthworm Guard Stench	stench.gif	eb09f56d4f878745cfedeef7e0815414	neutral	nohookah	use 1 filthworm royal guard scent gland
288	Light-Headed	confused.gif	06f177f0b563384e679d5b7283184546	bad	none	# fighting war hippies
289	Bananas!	banana.gif	567ae2968ee07d280efeb2cbee97ff29	good	none	use 1 banana smoothie
290	What's That Smell?	stalk.gif	a284f06ff0d8158f530b9bfa3e689ce8	good	none	cargo effect What's That Smell?|# fighting fiendish can of asparagus
291	Mad at Science	jladder.gif	8fa35398bfe0b6c599fe776a7311fbc4	good	none	# fighting Sub-Assistant Knob Mad Scientist
292	Tetanus	disease.gif	79289e27b54236f174122c1a7703242a	bad	none	cargo effect Tetanus|# fighting empty suit of armor
293	Half-Eaten Brain	realbrain.gif	6732cdf4bc1898533e87e667da4460f7	bad	none	# fighting zombies
294	Fearless	disease.gif	ced2750c51d5d10b45f6a169a8661c83	neutral	none	# fighting ninja snowman
295	Socialismydia	disease.gif	15f8114030f2e55d82d7f5e91e72a1cb	bad	none	# fighting crusty hippy
296	Axe Wound	gash.gif	198f28c9fb6022af5663275f0f201d4e	bad	none	# fighting lumberjacks
297	Temporary Amnesia	confused.gif	c699071097b9cbff95fbb3e92d73a547	neutral	none	# fighting protagonist
298	Grilled	grilled.gif	4308b32a8ded408e0dae1bc504397dec	bad	none	# fighting 7-Foot Dwarf Foreman
299	&quot;The Disease&quot;	disease.gif	20c1767b3206b69e212bfdad1dc931a5	bad	none	# fighting disease-in-the-box
300	Infinite Loop	nopic.gif		neutral	none
301	Cunctatitis	disease.gif	9a12b9329e0701252387afe75dee34ee	bad	none	# fighting Procrastination Giant
302	Mild Lycanthropy	moon2.gif	30ef4348fb5125c55c5be56867b795dd	good	nohookah	# fighting warwelf
303	Lycanthropy, Eh?	moon8.gif	f0d184c3e271a091974dc74fa36640f3	good	nohookah	use 1 weremoose spit
304	'Roids of the Rhinoceros	strboost.gif	7162d29ed4d4ab9247e32a65fdc0508a	good	none	use 1 bottle of rhinoceros hormones
305	Happy Trails	farout.gif	0d08ec701054748c0ff754e1eb8993fa	good	none	use 1 teeny-tiny magic scroll
306	Piratastic	handhook.gif	326cfa0c7a97220cda6575f7d887c38f	good	none	use 1 bottle of pirate juice
307	Healthy Green Glow	light.gif	179ea341b15b46366812867e26705ed0	good	none	use 1 irradiated pet snacks
308	Sinuses For Miles	pupils.gif	81577de719bc99a5780d4e0cb5ca81a5	good	none	use 1 Mick's IcyVapoHotness Inhaler
309	One Very Clear Eye	oneeye.gif	25fcac6c285396f710bc74057f6f3ba9	good	none	use 1 cyclops eyedrops
310	Pop-eyed	oneeye.gif	deb5f1d2384c25301d1a81839d8f8a77	good	none	use 1 can of spinach
311	Flamingly Floral	fire.gif	df55e784c72b808b1e00973d23ca14e6	good	none	use 1 [2426]fire flower
312	Permafrosty	snowflake.gif	943504f00bdffe88dd982e1851707aec	good	none	use 1 freezerburned ice cube
313	Bloody Bloody Bloody!	blooddrops.gif	f2780f015462419680ea5b12b76a34c7	good	none	use 1 fake blood
314	Chauve-Souris Merde Fou	guano.gif	80081dfb463917dad6233a3b5f4ba222	good	none	use 1 Eau de Guaneau
315	Cuts Like a Buttered Knife	butter.gif	88d3ebc4d94e12aab78fea9b126c5312	good	none	use 1 bag of lard
316	Impregnably Delicious	sphere.gif	4a7e1d0ef97a354031271c7590dfe698	good	none	use 1 bottle of Mystic Shell
317	Fireproof Lips	lips.gif	2bf98e882e69d84ef7184450c88383f3	good	none	use 1 SPF 451 lip balm
318	Fever From the Flavor	snowflake.gif	9d1a493fe8640eaaaa3208b9e0e4758c	good	none	use 1 bottle of antifreeze
319	Hyphemariffic	darkness.gif	6b0edfbc94593d4516065493f3607d93	good	none	use 1 black eyedrops
320	Can't Smell Nothin'	stench.gif	1711b26207212327de89f2c030dc4089	good	none	use 1 Dogsgotnonoz pills
321	Hyperoffended	sad.gif	cfc7cd0d0bd5dc7d2437bd4027677791	good	none	use 1 donkey flipbook
322
323	Burning Hands	hand.gif	ff1abd7eea34159903507bb907c56803	good	none	use 1 sticky lava globs|cargo effect Burning Hands
324	Burning Ears	humanears.gif	992e3b84ebe746affc1cf6038cd854ff	good	none	# Saucestorm splashback
325	Burning Soul	fire.gif	c1f2b28c6d4c9b1e2388dde1d5fe44cd	neutral	none	# Wave of Sauce splashback
326	Frozen Hands	hand.gif	e5ea21c55cab22529647b7437e81532b	good	none	cargo effect Frozen Hands|# Stream of Sauce splashback
327	Frozen Shoulders	snowflakes.gif	3f23f479b29e6cce697e5ac2ecc9d531	good	none	# Saucestorm splashback
328	Soul Freeze	iceberglet.gif	ac1584de4a0d6359c4738bf0bae571a1	neutral	none	# Wave of Sauce splashback
329	Broken Fast	ccheese.gif	1e776d50f7d0c07ae3bf04aa1ea13e49	good	none	eat 1 bowl of Bounty-Os
330	Hoity Toity	snifter.gif	89a2e36f2f2fa3c6c4053a6a35c2a12a	good	none	drink 1 Oreille Divis&eacute;e brandy
331	On the Trail	snout.gif	91635be2834f8a07c8ff9e3b47d2e43a	neutral	nopvp	# Transcendent Olfaction
332	Moon'd	moon4.gif	3f23af7d42cd450e5a198ba091a842c1	good	none	concert Moon'd
333	Dilated Pupils	pupils.gif	dd0d5b24b28fff02cb53607f45d0d220	good	none	concert Dilated Pupils
334	Optimist Primal	happy.gif	63965c29290f23349477c4199c9b10c3	good	none	concert Optimist Primal
335	Elvish	ears.gif	7db86298da3afb00bd686f76ac0eaff7	good	none	concert Elvish
336	Winklered	winking.gif	148cc90a0b393072039a3fe128c61138	good	none	concert Winklered
337	White-boy Angst	angry.gif	97065b953792aa434bb4d6ef1bbc29c5	good	none	concert White-boy Angst
338	Fustulent	stench.gif	55fd0e02c574f2ba680d8e64a5542bf8	good	none	use 1 lesser grodulated violet
339	Tin, Man	funnelhat.gif	3ceed6b8764068dd53325bab6b7b5681	good	none	use 1 tin magnolia
340	Can't Be a Chooser	meat.gif	76a0c3b8b2ddd3cffbbb2c1de01fd41f	good	none	use 1 begpwnia
341	Ass Over Teakettle	teakettle.gif	0a630b7a78a5959d97c5ce48cb23287f	good	none	use 1 upsy daisy
342	Bestial Sympathy	teeth.gif	0acfb47ada804935ca1acf6ee1ae6dd7	good	none	use 1 half-orchid
343	La Bamba	dance1.gif	957a452386df5dec88778c089e53b60e	good	none	use 1 outrageous sombrero
344	Blessing of Pikachutlotal	jigawatts.gif	3f2ef271da5513fce8fd5f8ea8c27de8	good	none	# placing 1-ball on altar
345	Blessing of Charcoatl	fire.gif	5a1caad47f9f3340c58af489d69bf55b	good	none	# placing 5-ball on altar
346	Blessing of Squirtlcthulli	waves.gif	24d6ac5a1c833ff5b1ccb07a997ca10b	good	none	# placing 2-ball on altar
347	Blessing of Bulbazinalli	leaf.gif	c59051266b90a4b990b4e92e29945228	good	none	# placing 6-ball on altar
348	All Fired Up	fire.gif	5626ff49dbfe5c3bc7732a3dc9c1ea4e	good	none	use 1 ant agonist
349	Go Get 'Em, Tiger!	strboost.gif	943ba3b11499412f041807f8a7835d75	good	none	use 5 Ben-Gal&trade; Balm
350	Starry-Eyed	snowflakes.gif	c45d2469bf8cfd8c9bbc953e2a44f3c4	good	none	telescope look high
351	Comic Violence	clownham.gif	e81282d9c752ffcf7d033dd0bd8fec6f	good	none	use 1 gremlin juice
352	Tranquilized Mind	sleepy.gif	e6d8c1e5ee549f897340b97b3cc26053	neutral	none	use 1 mother's little helper
353	Woad Warrior	foamfinger.gif	c884a8b10f7b236002288fc760129e09	good	none	use 1 pygmy pygment
354	Red Door Syndrome	blackpaint.gif	08c89971feb489d775ce5e8b2b845503	good	none	use 1 can of black paint
355	Spirit of Alph	river.gif	e5bd49c7432e33b1684e494f3b7ec1c3	good	none	# Worm Wood adv
356	Night Vision	bigeyes.gif	7404a77ea90f3e51ec8b1e1e3450351b	good	none	cargo effect Night Vision|# Worm Wood adv
357	Absinthe-Minded	snowflakes.gif	ebaff6fa82fe65630faccf2d1177b7cc	neutral	nopvp	use 1 tiny bottle of absinthe
358	Rat-Faced	ratmask.gif	57f86c875130ff236081eb409213be09	good	none	# Worm Wood adv
359	Dancing Prowess	dance2.gif	f52232fc8d5e5fcdd13c8266f2be1b62	good	none	# Worm Wood adv
360	No Vertigo	spiral.gif	d43b6af05c4093274e2d58050e4d234e	good	none	# Worm Wood adv
361	Good with the Ladies	shadesface.gif	a057b3c7dfb85e4711ec6b0a82d383c9	good	none	# Worm Wood adv
362	Bats in the Belfry	batwing.gif	3188a0b4d646a166ad32ee827d5b0f8b	good	none	# Worm Wood adv
363	Unusual Fashion Sense	confused.gif	52816dcf5d94b5eba565c8688f04ed24	good	none	# Worm Wood adv
364	Feelin' Philosophical	realbrain.gif	92c569a3c9aa120e4c79c5914c37c7e3	good	none	# Worm Wood adv
365	Moon June Spooned	moon2.gif	733e8838261278c9b6173d392a4d09d7	neutral	none	use 1 sensitive poetry journal
366	Inspired!	bulb.gif	cee83e927355a2c84cd8ee46745bd87a	neutral	none	use 1 bottled inspiration
367	Ringing Ears	bell2.gif	547a82f65523083eb7ea2349b1dd97a3	neutral	none	use 1 bellhop bell
368	Man's Worst Enemy	teeth.gif	2842a345ac05d148c862015d1fcc4e4b	good	none	use 1 disintegrating spiky collar
369	Extremely Poor Taste	sad.gif	c3ef42f53a008404112cf3a9dd744404	neutral	none	eat 1 escargotsicle
370	The Real Deal	light.gif	526472c3f3acbe7a8068ccf92628a40a	good	none	drink 1 bottle of realpagne
371	Memento Moir&eacute;	photograph.gif	731ba2df034beec5412f82879eec9392	good	none	drink 1 shot of nepenthe schnapps
372	Flashing Eyes	bigeyes.gif	eaa0f2cd06a00116af53bd65177fdf4b	good	none	drink 1 white Xanadian
373	Mmmmmelon	melon.gif	bd27dcbc85c224d16256b51a8ca02db5	good	none	eat 1 honey-dew
374	Contagious Bad Luck	bmirror.gif	86bb1d1be1a84c4554906852f4273f90	bad	none	use 1 bottle of black cat tonic
375	Sparkling Consciousness	snowflakes.gif	a735ff0b16a7d7491c0dbb79c2e7895c	good	none	# using sparkler on Dependence Day
376	Sneaky Serpentine Subtlety	snakehead.gif	1539b9172f5093b00da60bf5764477a6	good	none	# using snake on Dependence Day
377	Adrenaline Rush	hoppeddown.gif	47a740988991d8f1ef1ab26e72ee2a86	good	none	# using M-242 on Dependence Day
378	Crusty Head	hippywig.gif	81b2fce49b337b3ef3c6a1b11d77c2df	good	none	use 1 tube of dread wax
379	Florid Cheeks	henna.gif	c6eba521aa725f3dbd0a27ac95cabaab	good	none	use 1 henna face paint
380
381
382	Seeing Colors	snowflakes.gif	a25aa7677bc87baea8d0350e61b04e9d	good	none	use 1 funky dried mushroom|cargo effect Seeing Colors
383	Football Eyes	football.gif	c74fee3997d020f53cc3e077d4897c10	neutral	none	use 1 black facepaint
384	Erudite	spectacles.gif	bf4f8342a8efe1d4c27054fa73ec1d7a	neutral	none	use 1 black sheepskin diploma
385	Radiating Black Body&trade;	radiation.gif	3de3c7f145ae87e58ee391127ed697fd	good	nohookah	use 1 Black Body&trade; spray
386	Missing Kidney	kidney.gif	a3271a164706776e733cd78e060cb5e1	neutral	none	# BM adv in Spooky Forest
387	Duhhh	duncecap.gif	1a193e72ad6e010246f9c2174d831fc8	bad	none	# BM adv in Degrassi Knoll
388	Affronted Decency	angry.gif	5e24e5adb243a87b8511d58fa4af1efe	bad	none	# BM adv in Bat Hole Entryway
389	Maid Disservice	skirt.gif	58a1a5cd7aaf097eaf8dec6f91d176b8	bad	none	# BM adv in Whitey's Grove
390	Minioned	cuffs.gif	c434d018e751777925ec8957d9860aac	neutral	none	# BM adv in Outskirts of Cobb's Knob
391	Enhanced Archaeologist	cocobra.gif	ec61cf56f1ceb2a7aadceefb4e346f17	neutral	none	# BM adv in Haunted Pantry
392	Chronologically Pummeled	watch.gif	1b990437bdd4345f717b2a33d26a1571	neutral	none	# BM adv in Sleazy Back Alley
393	Animal Exploiter	reindeer.gif	d18158063a35b1914a3b7f1117e3648c	neutral	none	# BM adv in Cobb's Knob Treasury
394	Scent of a Kitchen Elf	houseelf.gif	6691b3cb35ed3188f393b95909e017a9	neutral	none	# BM adv in Cobb's Knob Kitchens
395	Once Bitten, Twice Shy	teeth.gif	d5a2591989bb310c9f3fb8453b0bf4ee	neutral	none	# BM adv in Cobb's Knob Harem
396	The Rage	angry.gif	1851096b46967124186f87a3a9f2bbf4	neutral	none	# BM adv in Orcish Frat House
397	Shamed &amp; Manipulated	blush.gif	02e465f136feb826854bd8493a9943e4	neutral	none	# BM adv in Orcish Frat House (disguised)
398	Drummed Out	drum.gif	304469441fccda71b602573731342e4e	neutral	none	# BM adv in Hippy Camp (disguised)
399	Dreadlocked	hippywig.gif	e08a647c81c873f82505057ee2f50cc8	neutral	none	# BM adv in Hippy Camp
400	Hornswaggled	eyepatch.gif	29e6abbdd1fcdeb7b4800827a379da9c	neutral	none	# BM adv in Pirate's Cove
401	Third Eye Blind	eyepatch.gif	ffce3a7c5e9897b1484a2e8c7ed6dd01	neutral	none
402	The Vitus Virus	virus.gif	700d9925ed2b90dd1ae23928cbfabef9	neutral	none	# BM adv in Cobb's Knob Laboratory
403	Your #1 Problem	footprints.gif	52d44b4d25aef7481e19083450ee0fdb	neutral	none	# BM adv in Haunted Bathroom
404	Braaains	realbrain.gif	cef7b7b9bd69838c097f00f584106cf8	neutral	none	# BM adv in Misspelled Cemetary (pre-crypt)
405	Braaaaaains	realbrain.gif	4b54aa2a3caf4bf6dec36da0fc39f757	neutral	none	# BM adv in Misspelled Cemetary (post-crypt)
406	Re-Possessed	stogie.gif	27e835ef2ee194eed4e43c64a8cf65ac	neutral	none	# BM adv in Haunted Billiards Room
407	Burning Heart	heart.gif	ab7ab0ba8a213f24649b9d0152c57cc3	neutral	none	# BM adv in Haunted Kitchen
408	Frostbitten	snowflake.gif	f256c039b0ab68d2d48073a075e20563	neutral	none	# BM adv in Goatlet
409	Freaked Out	hoppeddown.gif	0e5f80059469710470e31e21b2cc36fa	neutral	none	# BM adv in Haunted Library
410	Guanified	guano.gif	501a88560f04ec27628459a502f0cb0a	neutral	none	# BM adv in Guano Junction
411	Basted	slimed.gif	d07879d8d258769836c918f8dbd3d75d	neutral	none	# BM adv in Pandamonium Slums
412	Raving Lunatic	hoppedup.gif	5cb64a8593bdf71300d242a39d06cac6	good	nohookah	# BM adv in Castle in the Clouds
413	Solar Flair	sun.gif	f8cdfd0bd04d7c75528b6702756c738d	good	nohookah	# BM adv in Oasis
414	Hyperbolic Hypothermia	iceberglet.gif	ad8e3a50b1a28d810fc50a5b22c7ed9f	good	nohookah	# BM adv in Icy Peak
415	Slimed	slimed.gif	c93be8b786d989c1a655e9721460e8bb	good	nohookah	# BM adv in Haunted Ballroom
416	Tar-Struck	blpudding.gif	44d5caa5c134dad2a5bce2caa126f6f9	good	nohookah	# BM adv in Black Forest
417	Greased	bacon.gif	6887f57ba64c592ab1ddf8f2af13e1f7	good	nohookah	# BM adv in Hole in the Sky
418	Batigue	batwing.gif	5d68832346f34f355f71840c51fe01cb	neutral	none	# BM adv in Beanbat Chamber
419	Cupshotten	snifter.gif	82541262be85f3bedec59f853d34392e	neutral	none	# BM adv in Haunted Wine Cellar
420	Deep-Fried	cheesestaf.gif	c90fb985575f40b9a11a82e2089845ed	good	nohookah	# BM adv in Hidden City
421	Paw swap	hand2.gif	dd95f891e82664665e5611eebe58777f	good	nohookah	# BM adv in Palindome
422	Side Affectation	goofballs.gif	c4128e09aa945f3a0c2a248c44383748	good	nohookah	# BM adv in Tower Ruins
423	Shirtless in Seattle	wtee.gif	4c978713d382fd0854b873daaceecd93	good	nohookah	# BM adv in Desert (hydrated)
424	Scared Stiff	hoppeddown.gif	7e4c1c9a394dae1dbf7d99c44c5e9a89	good	nohookah	# BM adv in Valley
425	Midgetized	whitepix.gif	0cf9f537a2dda9b00815a52018fcd0d3	neutral	none	# BM adv in Inexplicable Door
426	Synthesized	stuffcocoa.gif	549804c10e37636d6be9045a142d6fe2	neutral	none	# BM adv in Airship
427	Hiding in Plain Sight	smallbush.gif	73b1d28fdca4f7e8f4d94d425a001720	good	none	use 1 panty raider camouflage
428	Compensatory Cruelness	angry.gif	fcfb0679f0e80509cbff567a600ca998	good	none	drink 1 cruelty-free wine
429	Mutated	spooklines.gif	a8e35050197871d1fbe5b3afc865af7e	good	none	use 1 gremlin mutagen
430	Seriously Mutated	spooklines.gif	dd78d480e08de5cc8e633202d699844f	good	none	use 1 extra-potent gremlin mutagen
431
432	Flared Nostrils	pupils.gif	a148b9106d6593dbec45dad76cedc163	neutral	none	# fighting War Hippy Elder Shaman
433	Easily Embarrassed	blush.gif	4b7988bd236d2b89dc8cbe162b697fa6	neutral	none	# fighting War Frat Elite Wartender
434	All Covered In Whatsit	guano.gif	37acab3aa7b7cc31532cffb27ed5037e	neutral	none	# fighting War Hippy Airborne Commander
435	Beer in Your Shoes	kicks.gif	fb06ebe1f825ce046930e2630203969a	neutral	none	# fighting Elite Beer Bongadier
436	Toad In The Hole	squashfrog.gif	b17642b2ee44782a692b2d7861b50ac0	neutral	none	# fighting Green Ops Soldier
437	Strangulated	sad.gif	65e393732d2282a4a698417581c1e899	neutral	none	# fighting Panty Raider Frat Boy
